request_type,run_id,index,filename,latency_seconds,status_code
batch,5,8,2673148534.jpg,0.2217733566649258,200
batch,5,9,2481001259.jpg,0.23352938098832965,200
batch,5,10,2435536626.jpg,0.2555742231197655,200
batch,5,11,4043418437.jpg,0.20424936711788177,200
batch,5,12,2259336826.jpg,0.19562453590333462,200
batch,5,13,4556399449.jpg,0.25260524405166507,200
batch,5,14,2303426046.jpg,0.24946361174806952,200
batch,5,15,4623271447.jpg,0.27759420685470104,200
batch,5,16,7364986488.jpg,0.2723057600669563,200
batch,5,17,1819261140.jpg,0.2835952341556549,200
batch,5,18,352024192.jpg,0.36322427121922374,200
batch,5,19,4918218886.jpg,0.2675925209186971,200
batch,5,20,421322723.jpg,0.24231294309720397,200
batch,5,21,476112515.jpg,0.24758879095315933,200
batch,5,22,7004820202.jpg,0.24439171329140663,200
batch,5,23,4024023598.jpg,0.26222240505740047,200
batch,5,24,5501805647.jpg,0.2431478830985725,200
batch,5,25,2525232298.jpg,0.20908810617402196,200
batch,5,26,1452176236.jpg,0.25509246438741684,200
batch,5,27,2687891662.jpg,0.2721845698542893,200
batch,5,28,2328104318.jpg,0.3053280496969819,200
batch,5,29,6006191679.jpg,0.24011390889063478,200
batch,5,30,86120657.jpg,0.2014909009449184,200
batch,5,31,3321715926.jpg,0.2410896518267691,200
batch,5,32,2429974376.jpg,0.2842673878185451,200
batch,5,33,470458461.jpg,0.2602726495824754,200
batch,5,34,474784914.jpg,0.22308489307761192,200
batch,5,35,5588403950.jpg,0.23923839116469026,200
batch,5,36,3119517310.jpg,0.37160507682710886,200
batch,5,37,7214830708.jpg,0.2386377202346921,200
batch,5,38,6780367008.jpg,0.22567463433369994,200
batch,5,39,482098572.jpg,0.2924794480204582,200
batch,5,40,6769024927.jpg,0.26991759333759546,200
batch,5,41,1559709077.jpg,0.22975174291059375,200
